date,time_detected,user_sid,user,origin_ipv4,origin_ipv6,description,server_dn,computer,os_version,domain,event,action,subsystem,result,indicator_ids,Old value,new value
2016-13-01T19:24:13Z,14:10:14,15e2cc980bb31d07fae0c5625d15e513ce473145,mpencotte0,117.60.88.3,693a:9c8d:869:1f7b:9d85:e366:2b53:197e,,,Andalax,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2016-13-12T15:39:02Z,17:48:07,81a5cb58b553d9125b9f6b28aa2292af799585de,bdeekse1,171.108.177.127,5fbc:f767:1173:cf89:9b09:817f:852a:29ce,,,Tresom,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-08-06T04:16:29Z,15:43:45,d8e56785a5185c1ead245d40cb5440d54dc7c1ac,kdrakee2,125.202.30.153,3355:1c9f:1d91:810d:82e1:34ad:d1a5:20c9,,,Sonair,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2016-14-19T18:38:27Z,07:08:54,a8d018132d40c1b97551b17ef4f6fc64715f89ee,jcorderoye3,50.214.155.29,a107:b1c3:755d:868:fbca:c09f:d521:b364,,,Daltfresh,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2017-07-19T13:27:44Z,21:44:47,9b82658e574c32ae319f82d64d3ad9b1face8a31,kedsere4,157.109.80.59,d9ed:eabc:d7a0:6722:1f1b:959e:4f68:b076,,,Mat Lam Tam,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2017-10-20T06:16:40Z,05:12:11,bcfdacdcbb5a439905c67c2916a857b0347ac3af,rbrettore5,42.116.197.67,8ac6:28eb:1f7d:c095:cd91:a797:6b18:9e99,,,Redhold,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2016-13-20T21:30:10Z,05:18:40,bcdb5bf8adaa25925eab5edb1cb810d1a9f99d3c,lzannotellie6,30.53.50.48,9314:99f3:8216:4d57:ff94:befb:3362:af90,,,Subin,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2016-14-15T13:01:49Z,11:37:46,41f827187be9e2fd091ec1f164618ad8076b34c4,cparkeye7,37.154.105.70,2f1b:65db:74c3:cce4:ea52:28d5:bfe5:7205,,,Stringtough,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2017-06-27T23:20:54Z,05:10:10,50494802f9cb962a5b2ef792c70955c1285e2b92,cbalsome8,180.231.110.229,ca0e:e245:cca1:7009:622a:1467:3f06:1000,,,Hatity,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,4,6
2017-08-20T09:46:49Z,22:06:21,22d019e3b90e7255acc7d113326733b111427be8,joliverpaulle9,209.86.24.70,a6ce:e78f:4564:6742:5072:1389:e1ad:c6d2,,,Flexidy,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2016-10-22T14:42:25Z,19:26:33,92524e4e044a4e0982b4c678d65c9019d8999523,bwrefordea,32.162.165.117,c81d:f9f7:20e6:d097:111c:1bfb:8c87:8054,,,Lotstring,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-09-22T16:15:25Z,04:10:30,06a1ff6815b1a33a701ebb5049645b42501c06bf,nliddingtoneb,136.60.176.15,2e1d:4fbc:e65f:9e0a:89bc:9a74:1e13:eebe,,,Tempsoft,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-06-15T23:57:53Z,07:07:29,e114a98e0b2f8dc54d5a73f015170296e4fde632,kruterec,32.12.104.137,7751:f8e8:b99f:8075:97c7:df91:b842:63ab,,,Viva,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,4,6
2017-06-15T06:40:16Z,00:27:33,e080febdd7db4d72df51781a503f5491cd26c1d7,asculleyed,162.208.187.105,8d88:d8e0:3c51:9304:174d:e350:dc0e:cc13,,,Andalax,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,4,6
2017-07-09T16:38:12Z,05:17:48,95ad0f39fd2624fb74d3149fb5b873e8a6324c92,farchardee,118.51.112.254,3163:634a:ebe1:5207:abfd:4762:4a29:44c9,,,Home Ing,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2017-11-13T02:49:06Z,11:33:30,7d023dafe4428b49c9c579668791a18e22f00b7b,erollingsonef,24.23.160.156,50e0:6a06:a723:9004:b0f8:5144:9a46:5ad4,,,Voyatouch,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2016-13-07T18:53:16Z,23:25:37,6818ef84df7f9ece2b2fe2c7e67a43f3ab01700d,dperingeg,197.2.15.9,30f8:23eb:e32a:bae8:cfb7:f7df:c331:ecbf,,,Fix San,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2016-02-18T23:05:54Z,16:00:14,d259acbfb21a74cf9ee9c54f30daa3fbdca21c6a,mpatiseh,228.222.145.169,e677:d1a9:63e3:1e6f:3265:9281:ef81:acc6,,,Keylex,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2017-10-14T17:49:15Z,09:12:48,06c7d5e197e24b6d6e6e9fcc58290dd50fa7d0dd,ksandwichei,234.90.242.47,741e:6f:9c28:2032:890c:1d6f:57fa:9874,,,Bitwolf,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2016-13-20T08:20:23Z,18:13:02,dd879ec6b30890b79fe87b83d4435c6f215a90a0,cdaverenej,31.244.17.46,2bb6:b3d7:4020:f5f4:75aa:aee6:2b3c:2575,,,Cardify,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-05-13T07:17:47Z,21:00:54,0db3799b9ad10c8e1c5a3e65f26200d68732b14b,lpringuerek,188.177.191.189,ce85:2e25:cddb:ff33:1482:e7c:26bb:a9fe,,,Toughjoyfax,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2016-02-05T00:43:35Z,03:21:14,bc55dbc5365487436af957a5c32cc995b086e953,nhowgegoel,140.253.214.13,b256:34a3:509d:5177:acc1:a988:a1ce:fe16,,,Flowdesk,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2016-11-08T06:20:26Z,22:42:16,e3d12445662e985bb0108ec835e459014cdb9007,mgallagherem,36.54.87.155,825:7059:f12:f1f2:84a8:62c2:b585:4cab,,,Keylex,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2016-02-24T14:04:38Z,10:24:16,6d66c2171c381b5387ce8c209505cc8bc11e7a3a,cdimitrieven,35.73.21.245,b9f3:af5e:a66a:a315:34a8:e2d8:c867:9eca,,,Job,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2016-11-25T15:39:35Z,19:47:34,9e55cc9b7393d594f943091715b4c83d36570fc0,brooseo,61.199.104.220,4550:3042:7490:fb9b:8bf6:2cbf:1a9a:7a05,,,Tin,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2016-14-18T14:29:16Z,12:38:08,f29cfacfc3b961c18cbce748d983a2f5eb906818,jbenetep,120.104.220.90,757e:6961:e1a:90d1:7dd:3eb0:b489:6d1b,,,Zathin,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2017-09-28T13:19:02Z,07:27:15,cdf3921ba873e217e9750fdeaf1cbae8a1b0fb74,slougheq,125.3.121.132,b7b6:ae54:6b9f:62e7:cc53:6f80:e756:9fbe,,,Alphazap,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-11-10T06:37:59Z,01:57:12,6ca680e613305453b599dec529c54d6cbc5060af,mstrephaner,31.43.100.59,229c:4ffa:424a:5d4e:8f9b:10c5:3a95:e7a0,,,Ventosanzap,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2017-10-23T15:32:46Z,15:02:55,875288994d581d2dc6e1581f86c71ba455ffe2c1,dlacknores,116.206.208.1,565f:7c8d:3eb7:547d:427:720:c9e1:87b6,,,Tin,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2017-10-18T02:55:10Z,08:19:21,73d61877efb4d6dde4598a9b71d44b17d3837ab4,jpeerset,66.38.180.184,e79e:8909:219c:f1:de2f:1102:7737:8b,,,Alpha,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2017-08-20T15:48:06Z,00:35:42,f4406cab92ac9acaa3dce772dab1275148261b71,jcurpheyeu,166.104.180.89,4ad4:e044:d94:4a79:18ce:5925:ee55:105f,,,Cookley,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2016-14-11T20:00:21Z,00:01:37,f46263c7a737f6198da01b5f77539684c2c7d3ce,lsmellieev,248.13.111.64,d5e2:68bf:751d:89fd:37bd:e818:6a97:39f0,,,Tin,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2016-14-25T19:39:35Z,17:46:03,e408a4cb77cb6249083516a0b6b08f32382d5374,fdoagew,23.173.239.59,73cc:d14e:e4f7:2166:9596:7dbb:82b5:6350,,,Keylex,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2016-11-29T09:38:02Z,00:23:02,48585dcf950f13daaa171e73edf4881dfb392b60,pduvalex,95.111.23.23,c24c:adb4:63fc:8c:270:1a79:b5aa:ed93,,,Overhold,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2017-11-13T17:52:35Z,19:38:44,9481b01b82ddd3f95a79dd61c042a6056ef0eb57,rgilardengoey,221.145.35.166,3a55:4a1b:4e3f:29d6:4c2f:1410:5b2f:1e97,,,Y-find,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2016-11-04T08:13:49Z,16:38:09,68dc348cc7c3bc826eaf480c8bc168dfd140d393,kongez,58.34.197.64,89b6:be72:1eb5:ca0:3e6:5acd:9146:955b,,,Tresom,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2016-10-30T17:40:28Z,12:52:33,489039fc8fd4a465d50fa533d07622a08779a7d0,mquickf0,128.108.12.173,d87:9818:175e:a28:bf14:989d:48aa:6848,,,Lotstring,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2016-10-31T06:04:46Z,10:52:02,77d1082aa2101cc6e0c4a4d6f74833324b317f63,gwipflerf1,209.174.137.14,c363:33ef:ea23:543:5057:ad38:575b:abbd,,,Bigtax,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-08-15T14:41:15Z,01:15:09,5994d318e7b869b227904fd534f95f486d8bf0a4,yschrinelf2,202.15.209.250,19df:afec:4530:5145:33a1:fa3f:d5ec:b0fe,,,Regrant,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-05-19T05:23:23Z,14:20:39,ac0490b69b6e6424aaacba0adf114d53553b85d9,mvanoortf3,204.248.142.143,e0a2:fe95:7302:f9ff:2643:6947:1ad1:78ae,,,Greenlam,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2016-13-01T10:12:46Z,01:45:05,4773b5669691d40d3498287f2b7cbece17ee5c6f,mbernettef4,104.170.87.204,87e7:b479:107e:fcc7:4b4c:7312:c649:693e,,,Bigtax,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2016-11-01T22:15:00Z,20:12:44,c84ea41c02ae4b68e482217cf571da4debd3063e,esalamanf5,20.86.125.184,7ef9:3d6:ca35:ca7d:c3c2:d16d:4408:1829,,,Latlux,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2016-10-28T07:58:28Z,06:06:01,976ed57a25630e28fabe0cc971be683ea1eef433,jkirkbridef6,86.214.110.207,b564:7f:1135:f459:8b0e:4674:278b:745c,,,Sonair,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-08-21T05:20:50Z,20:21:02,cd87d740460b0488544113d412ea3182e241ed63,godomf7,20.147.33.149,eb79:ee23:f252:a7eb:4938:b32d:a72c:d1e8,,,Toughjoyfax,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-08-27T14:58:09Z,16:53:50,d81fcf593e3b50e1badd75d753116577a3beb2b6,gpartnerf8,185.126.124.95,3fcf:f236:cc4f:71b4:b4d1:23e0:ce14:ead5,,,Bamity,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-09-09T13:42:02Z,10:36:10,52a03950ea15f50a0910099a73a94f7d444a4191,tscatcherf9,143.164.241.124,a2da:5757:193:4252:683f:396b:de52:8354,,,Regrant,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2016-10-06T04:38:19Z,07:19:36,2d2032f35db8fb326718ceaaccc7a4dbc2455dbb,bgotliffefa,81.40.25.169,85f4:f843:15bf:f594:3ad3:8d16:928f:b486,,,Konklab,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-07-10T06:46:54Z,07:56:09,a616155334c4a425c80b808995047f718a6ef884,aemenyfb,180.253.185.159,32fc:df02:65d7:a7a9:5a02:b7c7:60fc:9815,,,Cardify,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2016-11-08T21:05:22Z,16:11:39,edd3991abc62b18de15cb7930bbf6b748f2dfa17,abyefc,11.154.172.10,973:440a:c699:8e1e:6953:dd8:67b5:2d1c,,,Tresom,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2017-09-25T05:15:44Z,01:24:27,e0db301cdab64fc12447cbcb19518f753a89d3ee,okeytefd,241.105.206.44,56a:4313:5534:3d47:5ed9:4ec:4923:62fa,,,Quo Lux,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-07-25T21:01:14Z,10:02:42,c9f85de0bf261b2bff6442384057b01e4e73287e,ghatliffefe,155.244.123.131,e4:73cf:5577:9c59:8425:e010:4f81:293e,,,Home Ing,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2016-11-19T15:02:44Z,03:18:31,4f218df7dd27421e35bbf617a6d1fc4a4ad19761,lkupperff,112.170.238.205,6424:62cf:49b:ec10:fd51:4004:785c:3269,,,Lotlux,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2017-07-23T17:20:44Z,12:09:59,9d41206060724e113c261258e52e8fba70c60dc5,kcianellifg,226.149.85.152,9633:28ff:66b1:e9e8:73ae:387f:1d7b:a1ac,,,Zathin,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2016-13-05T16:35:43Z,06:10:09,1f2e161aa7993e8ce0821b38302cd53cd48282b8,awollacottfh,197.227.144.17,3c49:f48c:88d5:11b6:faf4:3dda:3a0c:22d7,,,Pannier,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-11-08T01:51:14Z,15:58:48,82f982f7bd5dadf4439525319cf074cab6c1e9f7,twatmoughfi,51.137.143.134,30d:4909:9f07:acb7:6f74:ae73:1d05:efeb,,,Fixflex,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2016-13-13T15:06:36Z,08:51:17,9379d5a42047b34db809673af2919eae99803154,lcohenfj,16.10.55.80,6740:8aca:99ab:7f2e:8601:9756:f837:c832,,,Tampflex,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-09-07T16:41:04Z,14:30:41,23c2d6db2395675f83bbc0e0518c5bc258965190,lofiellyfk,229.56.141.155,f4e2:3779:1b89:3435:b270:2211:c424:ba35,,,Treeflex,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-09-01T09:07:33Z,08:49:48,89e08056b9e1e57602f3ecf7c586ac231b11ab09,kbussonsfl,117.151.206.93,6f4a:c061:e70b:f8df:c9e3:5af7:87f2:2539,,,Latlux,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-07-24T19:34:20Z,21:18:22,4bd2aa2f1b5c7c5501b7100e94e1e26886ecc162,tdossettfm,54.131.115.23,3f1c:c1ce:542e:2943:bf60:5b6e:926d:ddf8,,,Quo Lux,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2016-09-26T17:55:13Z,04:23:49,a5e00de4851409cda85054aaa9f95fd01889b886,lballayfn,202.151.29.238,dc2d:5dbc:1821:a1b5:28b0:eba4:4761:dd06,,,Vagram,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2016-13-07T20:38:01Z,16:16:34,a7b76e83a315cdbc284ae0900421a86a69cb710c,fclowtonfo,117.129.118.201,cc7f:e0a5:7aa0:91fd:ead9:cc49:6516:e0f9,,,Kanlam,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-08-08T01:08:43Z,02:48:14,5ffaffeaf27421000d44f6aa7e26dc3ffe04b2ce,jraittiefp,118.60.155.209,847f:f124:8b0:93a7:a872:bac3:a679:e976,,,Asoka,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2016-14-27T21:44:28Z,02:56:58,7a773a6c5b3827452c5087776527f728d6ae4985,gmcbratneyfq,114.184.190.140,a57a:ace6:72:c20b:a0db:c3d9:80f2:272f,,,Stronghold,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2016-14-02T00:28:58Z,08:45:30,871ba74c0735a047b0223e1ee0abbde3f508c356,lkeneleysidefr,173.148.1.121,463d:1bbe:d81c:fc8f:a69a:99b:c5a0:77fb,,,Aerified,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2016-13-27T02:00:10Z,08:38:48,645749d54977da80b8ece444a79afd987280fc56,lheightfs,27.155.41.68,b445:5e80:95a:1fe5:a5d4:db54:181b:28cc,,,Treeflex,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-07-01T11:30:15Z,13:22:55,3682dafc02773d22aa77376ac93f20439b1f73ac,dwestellft,246.169.188.46,52b3:6162:7609:3424:d05e:bcd9:a405:f694,,,Zathin,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2017-09-31T09:32:30Z,11:07:19,214f19a5efe2581331bcd80af1f82054cc7a6b39,cballinghallfu,83.216.83.247,4341:2bdd:959a:c572:4e9c:2455:f39f:6485,,,It,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2016-10-06T06:56:55Z,10:31:09,eee825cef665759d55ec17a3afc394f8fa82bb41,rgladdisfv,175.247.24.88,bee5:37cc:6ab4:42f9:9f41:9b1e:bdd3:f1d,,,Veribet,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2016-11-20T16:37:17Z,08:28:43,81621e24715b317be54ac0cdf27f96635ab5cf28,ybonallickfw,159.52.81.15,a076:397b:25de:8a2a:265f:2dbc:1194:f5e5,,,Asoka,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2017-08-05T14:07:12Z,18:15:53,0f6a866efa9412b18824a68ff0d364896dd25fc3,jmanilowfx,247.212.31.157,a32:ff66:5095:166a:3392:3627:ed67:1e3d,,,Rank,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-08-17T16:34:38Z,14:43:41,8fe8acd852963d7b29e749a622a6f6e28805dbe9,gteallfy,227.178.147.210,d8e5:30f4:9a34:6e2b:1a14:7726:9d5a:84,,,Greenlam,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2016-02-18T14:49:08Z,15:58:55,dbe5f43e6f3e15c879a2be0b42fe153275ab3f69,lzavattierofz,165.166.217.79,be1b:62ed:44a1:7d3d:d96c:8f5a:f1aa:aee0,,,Lotlux,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2017-09-02T06:01:45Z,20:12:14,181c7e6295dfa652c1e88d55d3aade6a09f949da,esmittong0,0.148.105.229,2473:692c:9d5b:bf99:6bb1:87f8:983b:2bb8,,,Hatity,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-06-15T03:10:50Z,00:42:49,b27565d9b5523634fa8b8579d9497e6eab8a8436,mmorgang1,178.74.233.59,b11f:3859:c73:5cd7:b0ef:60f2:fcd9:8302,,,Bitchip,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,4,6
2016-09-25T19:59:10Z,11:46:58,a36976fc5de5dcb21f71eae08a3e6f0da2234450,ekarysg2,186.128.75.184,5a34:30f3:8962:5d0f:8e83:331:4e61:7688,,,Zoolab,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2016-14-19T11:33:33Z,10:20:15,689acfc6056f6b9cd6c4861b1d4633e5580c6ce9,ghatrickg3,63.98.151.203,b4d7:68d7:ff8a:ea65:b036:fd31:e2ab:f383,,,Transcof,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2017-10-08T13:45:57Z,14:30:34,a339421360ef5e20e2636744889c140835c569e1,jtreadwayg4,215.109.121.166,a8d1:234:2e11:7270:fefd:c8d3:f27d:140f,,,Stronghold,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2017-06-18T07:08:33Z,13:56:51,e8ccdb37be41f26c5ccd583fbb3af0df4b918b41,mmoiserg5,242.68.46.179,3aef:3d30:481a:f76d:6bbc:cdc6:b30f:f541,,,Konklab,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,4,6
2017-10-26T05:44:15Z,23:15:30,1d48824fbcda1b3bf9f551d29cb270a1dff4f520,tkrogerg6,169.204.123.88,c6c8:13fc:254f:451d:d2be:a532:a8ad:3fe2,,,Tresom,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2017-08-23T19:19:30Z,09:16:30,c927a846205af77bb7149ab15a747bbf0ff22e17,pbartag7,67.35.188.183,ce70:da12:9fc1:41c2:ebd5:481f:1095:f16,,,Duobam,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2016-02-12T12:27:03Z,17:32:36,5aee8b4044895c6ff6e5f2327c1c7ce96344e739,mleetg8,2.222.108.39,24f1:c194:3f31:ebb0:9d6a:3d28:dbba:517d,,,Pannier,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2017-07-05T03:27:01Z,05:06:06,987b6acd0d1af374b703ae40464a2d67dc8ce859,klearoidg9,131.183.246.132,8133:9c84:2160:5e2a:a6c8:cd88:b56b:2c42,,,Cookley,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2016-14-01T04:01:11Z,12:49:51,dbabb4eeb28877115031ebfad899c618cd265814,dcrampseyga,165.129.52.222,f9ba:e01d:91f2:7201:9bd5:7de7:7df8:34e9,,,Bitchip,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2016-02-28T15:42:11Z,22:07:43,2c32fc0d25136454e0a3600094392dff069c59a2,claethamgb,1.179.159.57,59b2:6274:15b5:4b29:8b71:ca83:d1c4:e816,,,Redhold,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2016-14-24T00:29:16Z,02:35:38,db62d26a97bf5d910ae96f4fad39dad231ab3f7a,pduncansongc,66.29.190.244,ee5d:d1d4:dbc1:7a73:8d9a:3dff:d284:e6c4,,,Kanlam,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2017-11-02T19:00:35Z,13:07:45,fbc65f203ab9ba7fbe8bb67358d404ed8078d930,sbennengd,174.135.108.227,4a7:620:be58:4d7a:55c6:4ecb:3a04:7d85,,,Lotlux,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2017-09-14T16:54:58Z,05:07:33,00a0a3fd0dd432435422a50a3085702849dad4bf,chabbemage,235.172.104.127,dd1d:6f10:c778:a11f:41a8:475c:a72b:64b7,,,Stronghold,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2016-14-25T06:00:13Z,08:44:13,26bcc9551f89964b2c18e40c2616278db82fc5ee,lthyinggf,49.165.31.68,2540:202b:86f4:e4ed:7665:294b:414c:53b2,,,Otcom,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2016-13-07T06:15:08Z,18:15:31,816ca132d3002e19c6d36a4053758a013febbc3d,rtarvergg,3.230.127.10,d58b:2e40:682b:b861:fdda:55f5:6f06:c3f4,,,Bigtax,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-07-11T21:55:47Z,09:00:38,477e6e1e1b2442bc1cd828461cbb105116a1aefd,gmaggillandreisgh,117.206.216.65,4847:2214:a18d:2143:518d:6924:6186:70bb,,,Gembucket,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2017-11-12T19:31:15Z,06:20:04,7aa90515f93a8e51953a985cb99ab511494aaa07,cdelahayegi,69.84.217.171,1432:a4bb:643:58fe:e944:8a47:fcd7:4204,,,Transcof,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2017-09-12T23:33:43Z,18:26:10,7aedf88205c2b6ede3c452e04e947dd5165bbcb0,shaselygj,2.238.133.167,7630:9616:f818:dd70:dbf9:79f7:1223:c8a9,,,Alphazap,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-10-30T13:48:30Z,19:28:42,05939f01488e66ff52d4bd706773e30a7060a82d,sfairgk,18.213.254.42,3661:655d:1028:dd82:1d1a:9e65:704d:c615,,,Tin,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2017-09-29T20:52:18Z,07:46:11,032bc7169096efcf8547483a7dbed14075f1ad1e,awaterfieldgl,26.250.155.227,666a:5be7:1ff3:5af5:e67c:6765:f42a:7f25,,,Opela,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-11-04T13:38:45Z,02:07:44,6dbe4b9e9f21df9e8f99e1f0acfa115c0fd8cd64,hdevuystgm,192.57.88.220,606d:5419:f1ed:f27b:b7aa:4bc0:1389:4de9,,,Zontrax,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2017-10-21T09:57:23Z,23:19:31,11ef9d2a2f86f1df4f83eaeed8d675f0d84afe30,bpixtongn,209.98.91.46,e8ad:5924:9b87:6710:2f84:c4c2:462a:425d,,,Quo Lux,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2016-14-30T20:52:04Z,13:31:26,984c31a2bbea9a62ae99ad5800d0e9846ccc3462,mnoriegago,47.115.96.235,f939:85ab:365:7a5b:451f:99a:1092:2b0,,,Sonsing,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2017-10-17T03:05:26Z,15:27:22,fad42d5d4d3fda5bdcb593c3fb8890f8203edcf4,ddadsongp,209.214.135.244,745a:25a:8de:1f2c:97f5:d468:6c6f:bebf,,,Hatity,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2017-07-04T20:46:38Z,00:34:45,33ec5fdb6047a09d85e2cc07ffa001559a1ce322,dlategq,138.225.115.13,fe08:c581:f67e:8e30:653f:f24:713:ae40,,,Flexidy,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2016-09-23T05:51:10Z,06:57:51,393465294475c04a0f3209087d425ba9892ac04b,mvargasgr,60.119.90.28,ac36:a08d:4bac:6cbc:4934:fc55:2b30:efba,,,Tampflex,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2017-06-22T13:44:59Z,22:03:26,93b0e71765708ccd42c097f017e5d0725b06193e,dcordellgs,125.81.165.11,bd3e:8bbf:aee2:ae5f:bca1:4c3d:b308:63eb,,,Y-Solowarm,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,4,6
2016-14-21T11:14:47Z,07:40:36,d604bc3fceb5e7b605e946fd11e1f4b60b4dc45c,efulksgt,213.132.168.207,70d0:676f:792:2cbe:f1e6:b083:c29d:7752,,,Opela,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,14,16
