date,time_detected,user_sid,user,origin_ipv4,origin_ipv6,description,server_dn,computer,os_version,domain,event,action,subsystem,result,indicator_ids
2016-13-17T13:43:32Z,20:55:47,0c096c02d439f902fc0be74ab88c6eae0b93d0d3,nheiner79,29.223.67.47,2433:ff7d:ca59:4f28:7d5c:593:726c:1af2,,,Quo Lux,Windows 8,Regrant,Group renamed,,,, 
2016-12-28T13:43:19Z,23:05:51,5c995f2cddc7e0ace8ff765db87fe379f5c98010,jcardozo7a,174.63.100.137,3009:533e:a0e4:ee43:c367:5cd1:45e8:1f66,,,Zontrax,Windows Server 2012,Andalax,New class added to auxiliary classes in schema,,,, 
2016-13-03T10:59:44Z,19:23:57,9b1ba7ac829f060f2bdb3a422ef12f167844d3b4,lsigge7b,91.233.204.237,badf:bc0d:ac6:53eb:ea0e:6948:6616:2163,,,Zoolab,Windows Server 2008,Sub-Ex,Attribute added to optional attributes,,,, 
2017-07-26T01:30:02Z,18:53:36,bd1eda22b8a7d51d1cfbab93e1fa00b88782e985,rattoc7c,1.235.34.92,50e4:3cf2:b669:a7de:e111:5065:29a8:dcee,,,Pannier,Windows Server 2012,Cardguard,Schema class default security descriptor changed,,,, 
2017-06-06T03:53:59Z,07:21:49,1265fc895706b44de5d9b9aaf007b833273a7058,sallday7d,13.144.85.111,db58:d77e:abde:9ec5:a2d2:4c17:cdf9:65fe,,,Daltfresh,Windows Server 2012,Wrapsafe,Schema version changed,,,, 
2017-10-18T20:40:15Z,19:02:03,55748f84a8ae0abe9249c9dc9125a2828371c616,tdroogan7e,15.27.127.207,fb14:f85d:f30e:1de1:892c:7769:6c31:8a27,,,Latlux,Windows 10,Trippledex,Group object added,,,, 
2017-10-19T04:40:46Z,12:52:11,b9c2e81085a366afa75ef7310477933591544b7d,cvella7f,109.204.8.100,53af:c79c:47bb:304a:df41:61ff:c67a:baca,,,Bigtax,Windows 8,Solarbreeze,Domain controller added to OU,,,, 
2017-05-20T07:33:08Z,07:57:49,3359afaacb9acb8835b6c00219bdf1478c8d8d84,bplues7g,16.138.186.10,5dd8:78a4:e0f6:5cf7:da92:6ab6:4d4a:a801,,,Toughjoyfax,Windows 7,Bitwolf,Primary Group ID changed for user object,,,, 
2016-12-10T03:19:16Z,11:42:16,d3ccb8f897a717b5e73ad110e771cf5fb77885f0,bsmout7h,101.241.7.139,c45f:28bd:946a:7f23:e4af:1a9:ca2c:dd1d,,,Konklux,Windows 7,Fintone,Subordinate OU added,,,, 
2017-05-25T21:20:27Z,23:22:06,6c5c133bda2e5c61d96c4be1c07decd7826bbc89,afruchter7i,121.202.126.207,8110:a57e:c818:f287:8344:abd:bb29:7874,,,Zontrax,Windows Server 2008,Rank,Enable Remote Control changed for user object,,,, 
2017-11-02T20:37:28Z,01:10:34,b215ccb9ed43a97b3aed80c5cb821a93c81c7287,gcharon7j,4.110.217.71,9111:222d:9384:e0b4:8209:ad80:ba59:fa0,,,Aerified,Windows 7,Voltsillam,OU group policy order changed,,,, 
2017-10-07T02:01:52Z,21:47:33,4c9938eefc12e6a9f4ea440a6b5a6bd8d751ca13,mtylor7k,230.169.138.250,3b42:bc06:fd93:a75:8d00:7d3f:5c12:2f6e,,,Flowdesk,Windows 8,Matsoft,Member added to critical enterprise group,,,, 
2016-10-07T03:31:10Z,13:24:06,aebbb46e51cf1544283fc5fe82f753dc8fed6f09,ncarne7l,250.158.6.55,1544:ea17:c043:a24c:b22a:4806:85c5:be9c,,,Y-Solowarm,Windows Server 2008,Cardguard,Nested member removed from group,,,, 
2017-07-04T15:48:04Z,04:52:01,dc906a7931478cb7b99ec49afaff86787b580623,vhirthe7m,187.41.5.162,6991:f894:450a:59db:d331:36fa:bf28:2e70,,,Alphazap,Windows Server 2008,Alpha,User userWorkstations removed,,,, 
2017-09-27T20:56:54Z,19:44:38,42f9853b5597a5cd9ec035597e207ebc91079126,pholtham7n,2.184.58.207,c754:2c8c:356d:6aac:239b:2903:2bd8:a9e,,,Prodder,Windows Server 2008,Solarbreeze,NETLOGON GcSiteCoverage parameter changed,,,, 
2016-10-17T02:59:12Z,23:12:10,d92f82252accf163d187f9437354001903f5f726,cdurston7o,57.244.63.53,11d0:974d:7f46:19b1:75ac:5be0:98b3:412a,,,Alphazap,Windows 7,Aerified,Computer renamed,,,, 
2017-09-29T21:40:58Z,15:07:40,a080d84c38bc1aa0c095433a7b8c2c25c2349c1f,bcaizley7p,222.10.200.156,39b0:21bf:1eb9:b317:aaf0:d760:eb53:4ff3,,,Span,Windows 8,Bigtax,Logon Script changed on user object,,,, 
2016-13-21T19:47:49Z,07:15:58,eab491a5e70934e1a38893778b1e2d8371946bf2,cjobern7q,187.224.40.88,7436:cd47:c785:b6fc:5b46:2f2b:dfce:ee60,,,Bamity,Windows Server 2012,Alphazap,Computer account enabled,,,, 
2016-12-16T15:37:34Z,16:19:42,42d9f0b2274cd14fb547ef1739ea9f9b00ba37f7,aellwell7r,46.200.51.20,9b42:68e9:9d35:c8fe:d67f:1629:c501:797b,,,Tin,Windows Server 2012,Prodder,Group renamed,,,, 
2017-07-24T09:11:49Z,08:04:47,b9a26e6ced8133a0e0bb319f6bd89ade8802e880,sgudgen7s,115.141.72.142,3b2:bc1e:f164:2237:74e9:962:8fc3:623e,,,Tres-Zap,Windows 7,Y-find,Computer moved,,,, 
2016-11-24T08:00:17Z,02:17:58,1b03413d1c35aa2f7eb53eead37768213ba2783c,msenton7t,231.87.69.121,d09b:75e8:2759:a248:c531:7c2f:d5b9:e437,,,Quo Lux,Windows Server 2012,Fintone,Computer renamed,,,, 
2016-11-01T16:13:04Z,10:57:23,7918c676c97c3b9cb180cc0cc9c08540f2cb054c,lglenister7u,53.2.133.252,b2c0:bd92:f1:fc:9b18:4c97:7206:de3d,,,Voyatouch,Windows 10,Quo Lux,Computer renamed,,,, 
2016-09-26T15:17:58Z,11:09:05,c23b899674da517ff21e27731fdae9db728883df,ktester7v,5.216.1.149,f23c:4853:fab4:a97c:56bf:f364:9cd:8741,,,Hatity,Windows 10,Lotlux,Schema class added,,,, 
2017-05-25T17:26:43Z,00:51:43,cfaff22822822702e18f92d7f96d1f0e6e84b129,mswanton7w,124.209.81.159,901d:b25c:82a1:752a:fc43:11a8:7944:4777,,,Alpha,Windows Server 2012,Home Ing,User Must Change Password At Next Logon option changed,,,, 
2016-11-09T10:38:27Z,11:52:16,5600850e59496f8843fd7243b4056726942b34c4,rjannasch7x,31.181.6.159,4b08:4066:a250:38b6:48f:bdca:51eb:6c5e,,,Fix San,Windows Server 2012,Temp,Nested member added to group,,,, 
2016-11-16T02:38:28Z,19:34:15,f488e65b087796a6b87e1cfde99e8b6dea54b79a,mmeredith7y,198.185.199.105,3a34:9ad2:71da:59e7:89c:7e2b:502:79d0,,,Solarbreeze,Windows Server 2008,Gembucket,Domain controller removed from domain,,,, 
2016-13-04T09:22:27Z,13:22:01,f63cd22a3c1abdc7012dac03477f02cae95cc5d8,bpenbarthy7z,155.103.221.105,671d:93d:a24e:e112:d4a2:84f2:201:a217,,,Bigtax,Windows 8,Namfix,NETLOGON AutoSiteCoverage flag changed,,,, 
2017-07-22T03:10:02Z,11:56:01,cc632c04c717443b2d4538a735307cfca5dc7723,adrewes80,229.251.250.112,4d23:29f9:1eb6:6798:2641:d437:b54e:2ea1,,,Zamit,Windows 7,Voltsillam,DACL changed on domain object,,,, 
2016-11-16T21:17:52Z,15:11:03,9e0e9f224cae1d205f1495302f76c5c6dd6f71aa,bbleackley81,213.167.148.40,8399:125a:3229:78d9:f846:cae1:9cd4:c8c8,,,Cookley,Windows Server 2008,Alpha,Enable Remote Control changed for user object,,,, 
2016-10-02T03:21:16Z,03:46:10,053246f3c963de61fcb02321baf5fbbd2bcdfc08,bhovard82,9.235.143.18,1461:c834:5bcf:db33:446e:609b:9851:6358,,,Daltfresh,Windows Server 2012,Tresom,Attribute removed from optional attributes,,,, 
2016-10-14T23:04:50Z,14:18:42,471f4fb8b967a77496050ddd837d00fd6255ec04,wcranham83,121.228.198.128,498e:a380:76c9:94b4:fe97:978d:6e24:afb9,,,Pannier,Windows 7,Cookley,SYSVOL folder auditing changed,,,, 
2017-08-03T20:16:10Z,00:03:24,9a024d4faa6fe765e8386474cd23577c83b28466,agutch84,208.22.104.139,79bc:9650:bdac:a315:295d:8bb6:e0f5:5088,,,Vagram,Windows 8,Toughjoyfax,Schema attribute indexing flag changed,,,, 
2017-10-14T08:46:39Z,10:49:08,0edf2dc445bd3026c67b93877025f2cb8d72b822,mjozaitis85,75.195.227.243,3778:9ed6:6eea:269f:2ea9:6f1f:2ccb:5556,,,Tampflex,Windows Server 2012,Bamity,Subordinate OU added,,,, 
2017-08-08T17:45:08Z,16:36:31,2d11a72e3c08610a1dad21572c0da085120def9a,mtinghill86,216.28.48.25,66d8:928f:fb3e:a808:e020:d2b9:dace:38da,,,Fixflex,Windows Server 2012,Zoolab,End a Disconnected Session changed for user object,,,, 
2016-14-17T01:26:56Z,15:38:59,363756a015b89daebb9c070657c214cc85550085,afranchioni87,190.179.73.89,c20b:5d8e:3cca:2d61:e765:84ba:3a56:3de0,,,Sub-Ex,Windows 10,Rank,DACL changed on OU object,,,, 
2016-12-16T02:14:57Z,04:50:27,ad283c168052c9683ed96ce0efb257b73831f8d8,rpeach88,53.149.248.212,abca:c7b3:eed3:1215:edcc:b20:5b21:e2d2,,,It,Windows 10,Hatity,User account unlocked,,,, 
2016-14-10T05:58:31Z,19:57:18,1220c147ca2c1f0aed4fc6b57e854c483842997d,kvedyasov89,241.245.22.236,b585:d182:105c:3bb9:9f2d:79cf:e2c3:3d7,,,Otcom,Windows Server 2012,Redhold,Service Added to Delegation List for user object,,,, 
2017-08-12T14:37:39Z,22:49:12,898ca883dd1cff4bb1a395d83dad64134a4ba2d7,sreynolds8a,11.237.227.121,6fdc:ed9:992:a8c7:661:75ad:29e9:13b9,,,Asoka,Windows Server 2012,Voltsillam,Computer added,,,, 
2017-10-15T05:45:39Z,08:43:12,1ea43dd4e5572271810b90be612b417ebb6643d6,jrodgier8b,15.13.53.164,8c55:3758:a6c3:744a:60a6:c3a3:bb32:a8ba,,,Zathin,Windows 8,Opela,Owner changed on user object,,,, 
2016-12-24T13:58:49Z,10:22:35,871b1578a43da390ee3d2d6a799139cff371002b,hvidean8c,74.185.73.152,87d2:e78:7763:f890:33a5:d0f0:8dbf:d41,,,Zoolab,Windows 8,Fix San,Member added to critical enterprise group,,,, 
2016-10-28T20:12:29Z,04:58:47,e9f6e77d2ae1cfd079ea66a8e9cc41b0d8b3957b,cdesborough8d,178.184.231.164,114c:8243:c431:6614:1bea:1e9c:cf80:1cbf,,,Bitwolf,Windows 8,Sonair,NETLOGON LdapSrvWeight parameter changed,,,, 
2017-11-16T06:49:34Z,20:50:18,041bf5e1cfa8ccc70c5eac45e076f4e173b0d8f8,mhaxley8e,61.181.12.84,5c3:5793:cfd:4e43:fc27:f08f:148e:73e9,,,Quo Lux,Windows Server 2008,Domainer,When Session Limit is Reached changed for user object,,,, 
2017-09-02T06:49:55Z,12:31:47,abd7f0ddb98a58693c64a5c71f373259ace4d68f,phimsworth8f,92.147.100.225,d235:efe7:ebea:9a68:6c64:b750:cb15:9eb3,,,Cardguard,Windows 7,Bamity,User account disabled,,,, 
2016-14-28T07:12:32Z,16:00:07,ed54d48fceff46b1943b0081cd732475738296c1,lshambrooke8g,205.95.178.33,d6d:4ffc:59e1:958b:fc0d:fad9:cd41:d4f2,,,Tin,Windows 10,Vagram,User password changed,,,, 
2016-11-06T01:31:44Z,16:01:32,b0a07edfe7f8e3dd1af262562ae94ba4bbd37690,dtye8h,88.158.107.217,8962:4320:9c0a:d8db:b68c:a4e6:8028:fdae,,,Stim,Windows 7,Tresom,Computer account disabled,,,, 
2017-08-24T09:01:01Z,17:37:46,0d6ac62686f3121c189fb37f673a97f8d19543c3,hmelding8i,0.123.222.161,9d36:a76f:73ed:b057:3cf5:961f:f70:a472,,,Zathin,Windows Server 2012,Kanlam,User object added,,,, 
2016-14-11T09:10:06Z,17:39:59,d88d5d3185c3535e54c9d4cc1ef6a738a9a95979,hgerson8j,34.132.14.24,5e30:644f:e758:2813:6fcd:be00:36f3:48ce,,,Aerified,Windows 10,Y-find,OU group policy order changed,,,, 
2017-05-29T22:15:51Z,08:17:14,8530c38f800ec452956f2af90196d28574ad1982,dsacase8k,37.32.86.213,7135:9434:1c2a:7d89:98d2:73:8361:602c,,,Stringtough,Windows Server 2008,Gembucket,SYSVOL folder access rights changed,,,, 
2017-11-13T22:41:29Z,12:13:50,507406e3bd89d01afa2617a4480b581e180274d2,clesieur8l,228.96.4.25,8e68:b456:963f:8538:5e98:d116:58b2:8252,,,Quo Lux,Windows Server 2008,Voyatouch,Computer renamed,,,, 
2016-10-08T07:19:58Z,01:01:45,33d644ffb6c07ce5bbb50b0082bdd3f06fd6c6a6,ekelner8m,250.182.153.152,e03d:7f:acd9:93af:f999:5472:a236:d330,,,Solarbreeze,Windows 7,Otcom,Idle Session Limit changed for user object,,,, 
2016-14-11T08:17:06Z,12:14:01,cdd758bdc9fb6a54cb4f524c5a5d4eb416f397bc,kpracy8n,75.52.13.196,9533:1e1:b930:73d:ab22:c6a5:2218:cfde,,,Gembucket,Windows Server 2012,Stim,Member added to group,,,, 
2017-06-06T18:43:05Z,17:28:48,9fc93d1b0f949f6641d48cd8c245b90c80b3b1a6,pgonzales8o,125.239.81.239,4a0f:2fbb:90ad:325:3841:f70:cba3:57ef,,,Matsoft,Windows 8,Asoka,User object moved,,,, 
2016-10-28T17:23:57Z,03:39:04,6e4f33cbb1f25a0270b1ffd4ef80fb943d10a0fb,zgallally8p,75.186.92.163,6852:37de:ef92:3765:af20:8ef9:2f8c:bf91,,,Span,Windows 7,Rank,Domain controller renamed,,,, 
2017-05-20T20:29:41Z,17:44:57,218cc587b4f32518dbed5692b1465586f4f26e1e,adorrity8q,210.191.69.48,d7de:61ac:9115:bb56:c8fd:50cf:9919:f3d2,,,Stronghold,Windows 7,Veribet,Schema attribute RODC Filtered flag changed,,,, 
2016-14-16T10:08:54Z,07:49:16,1ceadc0607e90b107b7fd0a024563b5462f734cb,douterbridge8r,25.24.147.185,ac1f:dd54:a0f5:8150:6d5a:47a7:dcf3:89d7,,,Wrapsafe,Windows 10,Aerified,Enable Remote Control changed for user object,,,, 
2017-09-10T16:39:27Z,03:20:05,083b533684b06c41c9b398f0ebb506cbfc248319,scometson8s,139.41.149.11,7bf:20f2:3d8a:307c:8102:a82c:2fca:9852,,,Bytecard,Windows 10,Prodder,User userPrincipalName changed,,,, 
2016-09-25T01:17:11Z,18:38:09,8e8c511abb64c138c28680afb91838cc402f52d9,wterrazzo8t,216.102.154.237,2652:be3e:a01e:1178:d73e:bc32:1ba3:91a6,,,Veribet,Windows 8,Konklux,User object moved,,,, 
2017-08-29T09:35:45Z,12:15:31,fdf2c755871f66e48e9204f5aacf7e80bbd6b192,erissom8u,37.146.251.18,a67b:1a07:d2dd:15f:6259:f5a7:9451:3ac,,,Toughjoyfax,Windows 7,Solarbreeze,Read-Only Domain controller renamed,,,, 
2017-06-11T00:32:01Z,05:09:17,386fc4ed66a356d4bb24cdefdee4b9152031e52f,ltrunks8v,120.246.86.84,7ea0:d15c:a249:cb22:ce05:181:4610:94c,,,Sonsing,Windows Server 2008,Ronstring,OU group policy order changed,,,, 
2016-14-27T04:35:24Z,16:28:34,57b8743080d6299c8628d1104cb91d2d78d6fad6,zgyde8w,64.244.1.192,6af6:3d66:e80c:219c:60a7:f273:e91:6db5,,,Fix San,Windows Server 2008,Alpha,Guest account disabled,,,, 
2017-11-10T06:26:01Z,22:20:39,a001bd81426659906d39638a7711ead8b18f25b5,lduffet8x,153.96.67.12,1fe9:7086:4a2b:6c3f:f0d6:76b0:3618:5e7e,,,Fintone,Windows Server 2008,Fintone,User member-of removed,,,, 
2017-10-04T07:31:36Z,21:01:46,45a5dfa3ea2a4445fb3edac0eaff3c2f99bca7c6,radkin8y,176.86.86.121,a48e:9a6f:95e0:aac1:1287:c39f:9ab2:2d1f,,,Tin,Windows 7,Opela,Guest account disabled,,,, 
2017-09-11T21:52:08Z,05:39:40,535cf01ff7faab5c8f6de7a82193ac49010daa8c,cmannin8z,5.41.42.190,abbb:2f1f:ad6a:b9e:f298:d3e5:ecd8:59c8,,,Konklux,Windows Server 2008,Vagram,User Smart Card Is Required For Interactive Logon option changed,,,, 
2017-08-07T20:56:07Z,22:03:04,ab50c364a45edb2ef454faacf30dda442660dd5a,jpesterfield90,14.9.174.27,a7c7:c662:2b13:ea10:4cce:bcce:bb95:3a56,,,Wrapsafe,Windows Server 2012,Matsoft,NETLOGON SiteCoverage parameter changed,,,, 
2017-09-28T18:29:03Z,04:32:05,1af9cc38a9788b0bf480694f4c14c606464883f2,cdurbin91,166.33.138.120,ed93:2a20:ffa4:6e21:30e2:bb17:8e44:6d2b,,,Biodex,Windows 8,Stronghold,Computer renamed,,,, 
2016-11-12T10:24:12Z,08:13:00,ff662ab826ae119e7286a0caaf00bef2887b5936,sbaudin92,175.249.77.101,3031:ec17:c423:ee1a:e9ee:cc2a:bde3:ab55,,,Tresom,Windows 8,Tampflex,Schema attribute defaultHidingValue changed,,,, 
2016-10-30T01:17:09Z,02:22:20,cda843cb4e0970432afc02e5d53bc58d21014bf4,dspensly93,235.8.149.252,f7ca:95d:1c63:3e9e:1d23:26b9:f9d2:50f8,,,Zoolab,Windows Server 2008,Trippledex,Schema class added,,,, 
2017-09-25T17:59:35Z,10:00:22,2222535ca5f3cda61f3bb19859e36571f0e710c9,rwoodyer94,14.244.214.99,6213:159d:4535:d16b:545f:94b7:5410:e532,,,Solarbreeze,Windows Server 2008,Fintone,Primary Group ID changed for user object,,,, 
2016-12-19T01:29:09Z,11:54:35,790d50684e10525237ea3fee9372c1816c1dca3a,cminchinden95,115.3.211.54,d849:c672:6a01:2daa:e5ad:8e24:49af:3e68,,,Sonsing,Windows 7,Matsoft,Service Added to Delegation List for user object,,,, 
2016-14-17T12:45:13Z,19:22:44,a2cf76d6ddbce93bb1cff8bf95d5373c3277792f,omonni96,9.133.176.48,f3e8:a52c:35ef:a395:2d78:e402:3c96:f7bf,,,Viva,Windows Server 2012,Cookley,Subordinate OU added,,,, 
2016-13-23T08:53:19Z,12:10:58,d92bacc6492df1a7a54cdca349ce41db14edbe64,scoverley97,104.175.45.201,d4d4:a481:3b4b:9005:2964:d6b1:92ce:38,,,Daltfresh,Windows Server 2012,Transcof,Schema object enabled,,,, 
2016-12-25T16:57:34Z,18:05:52,32aa17780bef9d484ebf0a5dbc21a9d415dd60aa,freignolds98,101.194.9.201,f1cd:fafc:403e:32bd:cfb6:e611:a2d8:3e22,,,Voyatouch,Windows Server 2012,Transcof,User Use DES Encryption Types For This Account option changed,,,, 
2017-07-16T14:01:35Z,20:48:13,f21e4471afc5f9785ca1d92bedb3e65b1117eda0,rbore99,251.230.232.168,6fa7:8f51:dbf5:2af4:a2ab:995d:fda7:e17,,,Bitchip,Windows 7,Overhold,New class added to auxiliary classes in schema,,,, 
2017-06-13T02:44:44Z,07:58:39,32d2684b0dd98882b7a9cc4b7117499924722c98,mconnew9a,3.33.115.204,bb9b:ec9d:7630:72f:e02d:ed9d:a6d:2d37,,,Voltsillam,Windows 7,Stringtough,User Account Is Sensitive And Cannot be Delegated option changed,,,, 
2017-07-12T14:24:51Z,19:30:24,1e5e4ef7ce6c1a66169734ff81be4ae77ff4b498,rvenditto9b,24.61.186.225,1368:aa15:360e:75ac:612:afe9:eb08:de5e,,,Domainer,Windows Server 2012,Tin,User Account type changed,,,, 
2016-14-19T01:36:02Z,19:12:15,b5770dcacd2020b72e8f591b92f86c3b97703435,ebasilio9c,7.100.46.94,491:8a8:aa09:3e8b:e373:eaae:54d3:5e42,,,Lotstring,Windows 10,Bitwolf,Active Session Limit changed for user object,,,, 
2017-11-15T19:07:00Z,06:19:36,8b3626475fcc4ca154498bbc37618c6784b024dd,rshelliday9d,247.12.100.124,9000:2345:6658:b584:4b32:c69c:4031:c0d,,,Fixflex,Windows 10,Alpha,Class removed from auxiliary classes in schema,,,, 
2016-11-10T02:42:18Z,18:31:25,6a18c3813228e1af2299bbc0dd45e60dc8c67a8c,cdingwall9e,168.174.137.179,dcb7:f548:330c:ac33:bff0:34ec:fa07:9219,,,Biodex,Windows Server 2012,Konklab,SYSVOL folder ownership changed,,,, 
2016-10-15T01:30:15Z,18:58:34,156dbd92bf0d0e161e04d4e4ced236171172767e,mgorton9f,61.113.101.74,e93c:41fb:b522:b6cb:94e3:ad54:51d3:35cb,,,Bamity,Windows Server 2012,Biodex,Level of Control changed for user object,,,, 
2017-11-02T14:45:00Z,11:44:52,c180858d952cfd79985d183618cf8fe197163c28,bboundy9g,29.35.74.130,2b96:ba18:f34e:928a:301a:d23:3915:4922,,,Veribet,Windows Server 2008,Zaam-Dox,User logonHours changed,,,, 
2017-06-05T17:03:17Z,16:11:22,898d92f81200f59aebdc2d2b97c36c0c53a4673f,jgripton9h,214.84.15.1,8b86:a14e:430a:67e:c61d:1f9e:78e:250e,,,Bigtax,Windows Server 2008,Overhold,Service Removed from Delegation List for user object,,,, 
2016-12-19T10:22:34Z,23:55:56,2456f0782ad396a8b88e7efc183499927cb1ea7c,ygribbin9i,160.72.24.254,cc44:f52c:c754:e112:2e15:6d3:8587:8ab,,,Cardguard,Windows Server 2012,Aerified,Nested member removed from group,,,, 
2016-14-03T12:20:25Z,01:28:51,ac54bdc1e40ce1836c6aa2ed0b6168a015840119,mwandrack9j,241.193.139.205,f401:e3e0:658e:9536:9256:243:c6e6:ea6c,,,Prodder,Windows 8,Keylex,User samAccountName changed,,,, 
2016-11-27T01:38:33Z,00:24:54,2e43479adbfab733726464e88d3e2f4ba8483e91,kpollastro9k,74.38.108.200,1fd2:f42b:43aa:d64a:df45:2da6:ef27:ea10,,,Treeflex,Windows 7,Gembucket,Allow Reconnection changed for user object,,,, 
2017-07-18T16:45:31Z,01:26:24,937b93fd12b2f2b078a311da224da29548988129,rjannasch9l,177.155.94.108,9501:153b:be86:48fe:a66e:4a30:f5e4:46cb,,,Veribet,Windows 10,Konklux,User userPrincipalName changed,,,, 
2017-11-09T19:38:21Z,02:50:36,45d3edd36bb8aab6baf9e383f5b8e75f3f3b103a,ctongs9m,188.89.168.152,8c59:fc3d:87d4:bc1c:f560:87cb:7bc5:1c93,,,Cardguard,Windows 8,Cookley,NETLOGON GcSiteCoverage parameter changed,,,, 
2016-11-20T23:56:15Z,00:49:00,063c8c241d9d6af68beaa81f19bebfa655930266,etrail9n,122.68.66.177,23f1:2c:adbe:cb64:7684:524f:579b:9f41,,,Stronghold,Windows Server 2012,Y-find,User Smart Card Is Required For Interactive Logon option changed,,,, 
2017-05-25T07:20:16Z,05:15:21,5141e6d7c42289dbb1a249ce270b49e815d83faa,fskilton9o,90.14.110.158,c167:17ab:47b6:4f3a:242a:2f7f:33c7:7891,,,Lotstring,Windows 8,Daltfresh,Owner changed on group object,,,, 
2016-12-09T09:24:17Z,08:39:59,a58706905bc34a7980e494dbdd654632ec4ce06f,ldewer9p,194.135.49.190,9cfb:f3bc:2c3c:f00f:8773:92b2:abcb:70b1,,,Opela,Windows 7,Overhold,Nested member added to critical enterprise group,,,, 
2017-08-01T22:59:41Z,07:03:57,2da8d5ea57204b4466a71bc502574bddaf235c33,lrottger9q,84.153.62.9,c623:61e5:7c88:414:13c6:da82:a92f:73a6,,,Regrant,Windows 10,Treeflex,Service Added to Delegation List for user object,,,, 
2017-07-26T17:30:55Z,19:58:48,cf19c32bb9dd0262d2a8547976a55cde8183fec8,drasmus9r,247.47.211.125,2c4b:3098:726b:9ac4:4f2f:bbe3:e1cb:77bb,,,Home Ing,Windows 10,Subin,Read-Only Domain controller removed from domain,,,, 
2016-12-18T16:46:21Z,16:47:52,9aadc06fe564db68e68229baa8eb6d7e1516dae4,jvardon9s,216.9.243.204,763d:84f2:2d00:c895:4b12:362d:76d4:de9,,,Zamit,Windows Server 2008,Sonsing,Class removed from possible superiors in schema,,,, 
2016-14-28T06:35:17Z,14:58:51,6e44d65e11feef932cdefbca09cdeaa7c31898de,rleblanc9t,143.169.54.143,a3ec:d061:d35f:a4f0:22ff:e919:9c9c:878f,,,Tin,Windows 10,Biodex,User userWorkstations removed,,,, 
2016-10-25T06:24:39Z,16:28:46,151f7139fc9252ed5a11a218bc076eba7c1fc843,gchenery9u,14.212.56.8,c17c:1a23:ed04:676e:b627:59c9:6f74:58e5,,,Y-Solowarm,Windows 10,Tres-Zap,Class removed from possible superiors in schema,,,, 
2017-08-01T05:39:28Z,04:45:34,a911e08066cf20479515667829c3e36a43fd9805,mlunam9v,140.68.180.77,c891:1dd:de51:c04f:4934:6749:2085:2bf8,,,Alpha,Windows Server 2008,Keylex,Owner changed on user object,,,, 
2016-14-13T20:56:04Z,07:23:56,3c37e037d0257621f320e15bcebbbbf04e67eefb,ttrevon9w,179.67.205.19,59d2:fd59:461a:e9d1:a4d1:128d:717b:ed2,,,Job,Windows 7,Ronstring,Computer removed,,,, 
2016-13-26T09:31:01Z,05:21:08,a308a3705c7bbadc6f541e97a11262ac69b4e28c,toxton9x,169.74.82.11,ce58:ae86:4ad9:28f5:5b25:e7c2:369c:e128,,,Bigtax,Windows 10,Fintone,Alternate UPN suffix added to OU,,,, 
2017-05-18T07:53:27Z,05:36:14,a0307d10569ffd21fe39d5a475c35ce928837a3f,lusher9y,133.155.121.198,1ae3:ce6:110d:8e6c:d6e:dd8d:bd58:5a1a,,,It,Windows 8,Alpha,Schema version changed,,,, 
2017-06-07T17:12:25Z,07:44:47,333c52b18f7fc372fd74a7a86bc8346c328c1ab2,wjohnsee9z,179.200.190.37,b9ab:46b5:16db:3e15:d4f0:e321:1860:cca4,,,Ronstring,Windows 7,Greenlam,Nested member removed from critical enterprise group,,,, 
2017-05-27T02:08:27Z,14:52:32,dde21bbf2623e4fdf41de84558d1452ad66687ed,abrydona0,224.40.218.75,8e38:8f7e:657e:e0bb:2290:4498:c7e6:5cc9,,,Ventosanzap,Windows Server 2008,Y-find,Subordinate OU renamed,,,, 
2017-05-30T07:58:43Z,23:25:32,64dd2643256c1d15193c87b4c7902d3a42c5fb83,lbasilla1,246.251.252.66,86b:28d0:2d:cd3a:5fa3:309d:50c3:b31d,,,Tin,Windows 8,Home Ing,Group object added,,,, 
2016-14-04T22:24:38Z,06:08:56,c57664b9c08551dfd2a9f1621e91b231dd812f41,ndowreya2,166.153.208.83,605f:e05a:25c8:bc2a:82bb:76ef:7772:7644,,,Cardguard,Windows 7,Voltsillam,User userWorkstations added,,,, 
2016-12-14T17:11:20Z,03:36:37,7262c4a07760d01e1feb0612818bafd26739f933,hmintera3,176.210.48.213,e6a2:dbfb:8a8:d53f:eb:3942:7dd2:42de,,,Cardify,Windows 7,Bytecard,Level of Control changed for user object,,,, 
2017-10-30T07:15:17Z,11:45:41,b301c0b4e6a85e15354fc5217ac41a40642c095e,jboshera4,177.211.224.242,bee5:ca1b:ca31:177c:41b4:299:3270:5b3e,,,Job,Windows 10,Bitchip,Attribute removed from optional attributes,,,, 
2017-09-02T03:34:08Z,21:03:07,c8cf8dd53a391642432aaa76747215a0927e3724,epanasa5,165.127.230.94,72b4:44f9:9880:f0c0:8713:5806:3d9c:3d0c,,,Stim,Windows Server 2008,Hatity,NETLOGON SiteCoverage parameter changed,,,, 
2017-07-31T22:57:12Z,02:56:30,eec37ae20d0b7900ddf08af86155fe4aae973e54,lgonsalveza6,96.100.37.52,7e16:d8d2:5593:465c:5960:8cf7:5794:6ac9,,,Domainer,Windows 10,Tin,Schema attribute Confidential flag changed,,,, 
